STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,43.3107,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,39.5822,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSE,West Bank and Gaza,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,28.1229,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,33.75902375,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,22.1063375,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,31.104885,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,21.16337,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EMU,Euro area,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,42.96316066666668,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EMU,Euro area,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,18.52698,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EUU,European Union,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,40.484837500000005,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EUU,European Union,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,18.391240000000003,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OED,OECD members,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,44.28941,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OED,OECD members,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,17.270896666666665,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
